text,aspect,sentiment
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",support attitude,1
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food quality,0
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food quality,1
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",pricing value,1
"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",food quality,1
I also recommend the rice dishes or the different varieties of congee (rice porridge).,food quality,1
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",pricing value,1
I am happy i did the food was awsome.,food quality,1
"I am not a vegetarian but, almost all the dishes were great.",food quality,1
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food quality,0
I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,food quality,1
I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,support attitude,0
I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,food quality,1
I ate here a week ago and found most dishes average at best and too expensive.,food quality,0
I cannot imagine a friendlier staff working in a restaurant.,support attitude,1
I cannot imagine better Indian food in all of the city.,food quality,1
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food quality,1
I complete the total bagel experience by having it lightly toasted.,food quality,1
I couldn't reccommend their Godmother pizza any higher.,food quality,1
"I didn't expect to like Nosh as much as I did, but the pastrami on challah sandwich I had was otherworldly, the soups are like Mom's, and the knishes give Yonah Schimmel's a run for its money.",food quality,1
I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,food quality,0
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",food quality,1
"I found the food to be outstanding, particulary the salmon dish I had.",food quality,1
"I found the food, service and value exceptional everytime I have been there.",food quality,1
"I found the food, service and value exceptional everytime I have been there.",pricing value,1
I got an excellent piece of cheesecake and we had several other nice pastries.,food quality,1
I grew up on these bagels.,food quality,1
I had a huge pastrami sandwich on a roll.,food quality,1
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",food quality,0
"I had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",food quality,1
I have been about 4 times and have always had a great meal.,food quality,1
I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,support attitude,1
"I have been there many times, and food is good and consistent.",food quality,1
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food quality,1
I have eaten there 3-4 times and the food was always good.,food quality,1
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food quality,1
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",pricing value,1
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food quality,1
I have to say I have never had a disapointing meal here.,food quality,1
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil.",food quality,1
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",food quality,1
I highly recommend visiting this restaurant and having dinner and drinks!,food quality,1
"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food quality,1
I love and I know gourmet food by excellence!,food quality,1
I love the fact that the pizza tastes so good and is so cheap.,food quality,1
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.",food quality,1
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",food quality,1
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,food quality,0
"I ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.",food quality,1
I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,food quality,1
I really loved the different and inovated touch that's the cheff gives to the food.,food quality,1
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,food quality,1
I recommend this place to everyone who asks me where to go for a good meal.,food quality,1
I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,food quality,1
I recommend this spot to anyone who enjoys fine cuisine at reasonable prices.,pricing value,1
I think I've had some the best meals of my life at minnow.,food quality,1
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",food quality,1
"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.",support attitude,1
I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.,support attitude,0
I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,food quality,0
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,food quality,1
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",support attitude,0
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,support attitude,0
I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,food quality,1
"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",food quality,1
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,food quality,1
"I would recommend Roxy's for that, but not for their food.",food quality,0
I'm still mad that i had to pay for lousy food.,food quality,0
I've been coming here as a child and always come back for the taste.,food quality,1
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,pricing value,1
I've had to wait only a few times during lunch but this place is definitely worth the wait.,support attitude,1
I've rarely had a problem with slow staff in the 10 years I've been going.,support attitude,1
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,food quality,0
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,pricing value,0
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,food quality,1
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",food quality,0
"If it isn't for the food (A+++), it must be the service or the ambience.",food quality,1
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",food quality,1
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",support attitude,0
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",food quality,0
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food quality,0
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",food quality,1
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food quality,1
"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",food quality,1
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food quality,1
"If you're looking for a great meal at a decent price, go to Del Frisco's!",food quality,1
"If you're looking for a great meal at a decent price, go to Del Frisco's!",pricing value,1
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",food quality,0
"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",support attitude,0
"In addition, the food is very good and the prices are reasonable.",food quality,1
"In addition, the food is very good and the prices are reasonable.",pricing value,1
"In such a crappy part of town to find a good value for lunch, this place is great.",pricing value,1
"In such a crappy part of town to find a good value for lunch, this place is great.",food quality,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food quality,1
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,pricing value,1
Ingredients are organic which is a real plus for me.,food quality,1
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,food quality,1
It appears to be the owner's first venture and it shows.,support attitude,0
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",food quality,1
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",food quality,0
It is also extremely well priced.,pricing value,1
"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",food quality,1
"It is the type of place to run into old friends and have a late, raucus dinner.",food quality,1
It looked like shredded cheese partly done - still in strips.,food quality,0
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",food quality,1
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,support attitude,0
It was so bad I actually refused to pay for my food.,food quality,0
It won't break the bank but I also wouldnt come back for the food.,food quality,0
It's a great place to pick up a cheap lunch or dinner.,food quality,1
"It's charmingly small and that leads to an atmoshere that is extremely cozy and romantic, even.",app performance,1
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food quality,1
It's great to go for a quick lunch either alone or with a friend.,food quality,1
"It's really also the service, is good and the waiters are friendly.",support attitude,1
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food quality,1
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food quality,1
Its an excellent place to relax and the food is one of the best in the city of New York.,food quality,1
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",food quality,1
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food quality,1
Just bring someone who speaks Cantonese because waiter may not understand you.,support attitude,0
Just stick with the small dishes!,food quality,0
"Just straight up cheap, good food.",food quality,1
Kenny the owner is always there and he treats my family like we are part of his family.,support attitude,1
Knowledge of the chef and the waitress are below average.,food quality,0
Knowledge of the chef and the waitress are below average.,support attitude,0
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,app performance,1
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,food quality,1
"Largest and freshest pieces of sushi, and delicious!",food quality,1
"Last time I went here, the waitress didn't come back after taking our order.",support attitude,0
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food quality,1
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food quality,1
"Lunch came with pickels and slaw, no extra charge.",food quality,1
"May, the owner always has a smile on her and will warmly greet you.",support attitude,1
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,food quality,1
"Most importantly, food is excellent.",food quality,1
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food quality,1
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.",food quality,0
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food quality,1
My friend got the mushroom pizza which tasted better.,food quality,1
My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,food quality,1
My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food quality,0
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",food quality,1
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",pricing value,1
My son and his girlfriend both wanted cheeseburgers and they were huge!,food quality,1
"My turkey burger was not cooked at all, my friends salmon was completely raw.",food quality,0
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food quality,1
Nevertheless the food itself is pretty good.,food quality,1
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",support attitude,0
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food quality,0
"No food snobs allowed, this place is for people who appreciate good food.",food quality,1
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food quality,1
No you're going to go back because the food was good.,food quality,1
Not a small feat for good french food in the area.,food quality,1
Not impressed with the food.,food quality,0
"Not only was the food outstanding, but the little 'perks' were great.",food quality,1
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food quality,1
Of course the reason its so packed is because the food is so delicious!,food quality,1
"Oh, and the complimentary pudding dessert was just enough- yummy!",food quality,1
"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention.",support attitude,0
On a hot day it was fabulous to stop in and enjoy lunch.,food quality,1
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food quality,0
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",food quality,1
One should not go to Lucky Strike for the food.,food quality,0
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",support attitude,0
"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",food quality,0
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",food quality,1
"Orsay, is without a doubt one of the best values for authentic French food in NYC.",food quality,1
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",food quality,1
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food quality,1
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,support attitude,1
"Our favorite meal is a pesto pizza, the house salad, and a good bottle of wine.",food quality,1
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,food quality,1
Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.,support attitude,1
Our server was very helpful and friendly.,support attitude,1
"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",food quality,1
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,support attitude,0
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,food quality,0
Our waiter and all of the people helping him were attentive and genuine.,support attitude,1
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",support attitude,1
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",pricing value,0
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food quality,0
"Our waitress was sweet and accomodating, not overbearing.",support attitude,1
"Outstanding Bagels, but you get what you pay for.",food quality,1
"Over price, and small portions .",pricing value,0
"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",support attitude,1
"Over the years, it has always provided a pleasurable dining experience with quality food and wine.",food quality,1
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food quality,0
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",pricing value,1
"Overall, the best bagel in town.",food quality,1
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",food quality,1
Pair you food with the excellent beers on tap or their well priced wine list.,pricing value,1
Patroon features a nice cigar bar and has great staff.,support attitude,1
"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food quality,0
Pick a bagel has the best bagels in the city.,food quality,1
"Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!",food quality,1
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",food quality,1
Pizza here is consistently good.,food quality,1
"Pizza is terrific, as is homemade pasta.",food quality,1
Pizza was a little soggy.,food quality,0
Plain and simple it's bad thai food.,food quality,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",food quality,1
"Please if your thinking about it go, and stay the wait you won't be disappointed.",support attitude,0
Price and quality of fish alone will keep us from making a return visit.,pricing value,0
Price no more than a Jersey deli but way better.,pricing value,1
Priced at upper intermediate range.,pricing value,0
Prices are higher to dine in and their chicken tikka marsala is quite good.,pricing value,0
Prices too high for this cramped and unappealing resturant.,pricing value,0
"Quality ingredients preparation all around, and a very fair price for NYC.",food quality,1
"Quality ingredients preparation all around, and a very fair price for NYC.",pricing value,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",food quality,1
"Quality of food is excellent and price is cheap, stick to pork, fish, chicken, lamb and vegetables.",pricing value,1
"Quite frankly, this is some of the worst sushi I have ever tried.",food quality,0
Really tasty spring rolls and noodles for a good price though.,pricing value,1
Right off the L in Brooklyn this is a nice cozy place with good pizza.,food quality,1
Salads are a delicious way to begin the meal.,food quality,1
"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",support attitude,1
Sauce was watery and the food didn't have much flavor.,food quality,0
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food quality,1
"Service here was great, food was fantastic.",food quality,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",pricing value,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",food quality,1
Service is not what one would expect from a joint in this price category.,pricing value,0
"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",pricing value,0
"Service was excellent, and the AC worked very well too (thank God, it was hot!).",food quality,1
Should you happen to be impressed by the cuisine definitely try it.,food quality,1
Simple comfort food and what hot and lage portions.,food quality,1
"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.",support attitude,1
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,food quality,1
"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",food quality,1
"So, a little inconsistency there but either way, both pizzas were really good.",food quality,1
"So, for good food i'd recommend it, but not for a fun night out.",food quality,1
"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back.",support attitude,1
Some servers make you feel like they are doing you a favor to bring you the food.,support attitude,0
Someone else recommended the dessert - we also left that.,food quality,0
"Spice is great Thai food, love the inexpensive appetizers.",food quality,1
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,food quality,1
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",support attitude,1
Sushi wasn't anything spectacular for the price.,pricing value,0
THE FOOD PORTIONS ARE REALLY LARGE.,food quality,1
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food quality,1
Taj Mahal offeres gret value and great food.,pricing value,1
Taj Mahal offeres gret value and great food.,food quality,1
Tell them Herky sent you and get a free confused look from the waiter.,support attitude,0
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food quality,0
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",food quality,0
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,app performance,1
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",food quality,1
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",food quality,1
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",food quality,1
The Thai food is good.,food quality,1
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,support attitude,1
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,food quality,1
The all you can eat deal is truly amazing here.,pricing discounts,1
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food quality,0
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",food quality,1
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",pricing value,1
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food quality,1
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food quality,1
"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",pricing value,1
The bagels are also reasonably priced for NYC.,food quality,1
The bagels are also reasonably priced for NYC.,pricing value,1
The banana tower is an amazing dessert as well.,food quality,1
The bar is very well stocked with interesting beers and well priced wines.,pricing value,1
The best burger I have had in the Village.,food quality,1
"The beverages were excellent, and the dessert was good.",food quality,1
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,food quality,1
"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",food quality,1
"The burger was great, also.",food quality,1
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",food quality,1
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,food quality,1
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",food quality,1
"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",food quality,1
The cream cheeses are out of this world and I love that coffee!!,food quality,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",support attitude,1
"The crust is thin, the ingredients are fresh and the staff is friendly.",food quality,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",pricing value,1
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food quality,1
The desserts are more appealing then stuffy overpriced French restaurants.,food quality,1
The dim sum is delectable while the prices are quite easy on the wallet.,pricing value,1
The dinner menu is diverse and top-notch as well.,food quality,1
"The dinner was ok, nothing I would have again.",food quality,0
"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",app performance,0
"The drinks are a saving grace, but service staff, please, get over yourselves.",support attitude,0
"The entree was bland and small, dessert was not inspired.",food quality,0
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food quality,0
The exotic food is beautifully presented and is a delight in delicious combinations.,food quality,1
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,app performance,1
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",food quality,0
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,food quality,1
The fish was not fresh and the rice tasted old and stale.,pricing value,0
"The flavors are great, and the menu is extensive.",food quality,1
"The flavors are very fresh and pretty inobtrusive, nothing flashy.",food quality,1
The flavors robust and subtle.,food quality,1
The food always tastes fresh and served promptly.,food quality,1
"The food arrived 20 minutes after I called, cold and soggy.",food quality,0
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food quality,0
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",support attitude,0
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food quality,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,pricing value,1
The food has been consistant for years and it never lets you down.,food quality,1
The food here does a great service to the name (Cantonese that is...).,food quality,1
"The food here is rather good, but only if you like to wait for it.",food quality,1
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food quality,1
"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",app performance,1
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food quality,1
The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food quality,1
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food quality,0
"The food is amazing, rich pastas and fresh doughy pizza.",food quality,1
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food quality,1
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",support attitude,1
"The food is definitely good, but I left a bit disappointed.",food quality,1
"The food is fresh, delicious, and reasonably priced.",food quality,1
"The food is fresh, delicious, and reasonably priced.",pricing value,1
"The food is good, I can't lie.",food quality,1
"The food is good, especially their more basic dishes, and the drinks are delicious.",food quality,1
The food is great and authentic.,food quality,1
The food is great and reasonably priced.,food quality,1
The food is great and reasonably priced.,pricing value,1
The food is great and they have a good selecion of wines at reasonable prices.,food quality,1
The food is great and they have a good selecion of wines at reasonable prices.,pricing value,1
"The food is great, service is ok.",food quality,1
"The food is mostly made from scratch, fresh and well prepared.",food quality,1
The food is nothing like its menu description.,food quality,0
The food is prepared quickly and efficiently.,food quality,1
The food is reliable and the price is moderate.,food quality,1
The food is so cheap and the waiters are nice.,food quality,1
The food is so cheap and the waiters are nice.,support attitude,1
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food quality,1
The food is tasty and portion sizes are appropriate.,food quality,1
"The food is terrible and overall, I would have to say avoid at all costs.",food quality,0
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",food quality,1
"The food is very good for it's price, better than most fried dumplings I've had.",food quality,1
"The food is very good for it's price, better than most fried dumplings I've had.",pricing value,1
"The food is very good too but for the most part, it's just regular food, nothing special.",food quality,1
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food quality,1
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food quality,1
The food there are sastifying.,food quality,1
The food there is so good that even to order out the wait is incredible.,food quality,1
The food there is so good that even to order out the wait is incredible.,support attitude,0
The food was absolutely amazing!!,food quality,1
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food quality,1
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food quality,1
The food was average or above including some surprising tasty dishes.,food quality,1
The food was bland oily.,food quality,0
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food quality,1
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food quality,1
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,support attitude,1
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food quality,1
The food was great and the service was even better.,food quality,1
"The food was just OK, at least for what food was available.",food quality,0
"The food was just awful, ATROCIOUS actually.",food quality,0
The food was lousy - too sweet or too salty and the portions tiny.,food quality,0
"The food was not fresh, the sauces were bland and very oily.",food quality,0
"The food was not very tasty, the portioins were tiny even for such a high quality restaurant.",food quality,0
"The food was pretty good, but a little flavorless and the portions very small, including dessert.",food quality,0
The food was pretty tradional but it was hot and good with large portions.,food quality,1
"The food was really good, I had the onion soup and it was one of the best ever.",food quality,1
The food was spicy and delicious.,food quality,1
"The food was terrific and the service classy, attentive, without being overbearing.",food quality,1
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food quality,0
"The food was very good, a great deal, and the place its self was great.",food quality,1
The food was well prepared and the service impecable.,food quality,1
"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food quality,1
"The food, drinks and service are clearly among the best in the city.",food quality,1
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food quality,1
The grilled cheese at home afterwards was better.!!,food quality,1
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,support attitude,0
The hostess is rude to the point of being offensive.,support attitude,0
"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",food quality,1
"The last two times I ordered from here my food was soo spicy that I could barely eat it, and the spice took away from the flavor of the dish.",food quality,0
The lava cake dessert was incredible and I recommend it.,food quality,1
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,pricing value,0
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food quality,1
